estimating the workload which takes just one milli-second...
end estimation
3	1	1
3	2	2
3	3	3
3	4	4
3	5	5
3	6	6
3	7	7
3	8	8
3	9	9
3	10	10
3	11	11
3	12	12
3	13	13
3	14	14
3	15	15
3	16	16
3	17	17
3	17	18
3	18	19
3	19	20
3	20	21
3	21	22
3	22	23
3	23	24
3	24	25
3	25	26
3	26	27
3	27	28
3	28	29
3	29	30
3	30	31
3	31	32
3	32	33
3	33	34
3	34	35
3	35	36
3	36	37
3	37	38
3	38	39
3	39	40
3	40	41
3	41	42
3	42	43
3	43	44
3	44	45
3	45	46
3	46	47
3	47	48
3	48	49
3	49	50
3	50	51
3	51	52
3	52	53
3	53	54
3	54	55
3	55	56
3	56	57
3	57	58
3	58	59
3	59	60
3	60	61
3	61	62
3	62	63
3	63	64
3	64	65
3	65	66
3	66	67
3	67	68
3	80	69
3	81	70
3	82	71
3	83	72
3	84	73
3	85	74
3	86	75
3	87	76
3	88	77
3	89	78
3	90	79
3	91	80
3	92	81
3	93	82
3	94	83
3	95	84
3	96	85
3	97	86
3	98	87
3	99	88
3	100	89
3	113	90
3	114	91
3	115	92
3	115	93
3	116	94
3	118	95
3	119	96
3	120	97
3	121	98
3	122	99
3	122	100
2	21	1
2	22	2
2	23	3
2	24	4
2	25	5
2	26	6
2	27	7
2	28	8
2	45	9
2	46	10
2	47	11
2	48	12
2	49	13
2	50	14
2	51	15
2	52	16
2	69	17
2	70	18
2	71	19
2	72	20
2	73	21
2	73	22
2	74	23
2	75	24
2	76	25
2	77	26
2	78	27
2	79	28
2	100	29
2	101	30
2	102	31
2	103	32
2	104	33
2	105	34
2	106	35
2	107	36
2	108	37
2	109	38
2	110	39
2	111	40
2	123	41
2	124	42
2	125	43
2	126	44
2	127	45
2	128	46
2	129	47
2	130	48
2	131	49
2	132	50
2	133	51
2	134	52
2	135	53
2	136	54
2	137	55
2	138	56
2	139	57
2	140	58
2	141	59
2	142	60
2	143	61
2	144	62
2	145	63
2	146	64
2	147	65
2	148	66
2	149	67
2	150	68
2	151	69
2	152	70
2	153	71
2	154	72
2	155	73
2	156	74
2	157	75
2	158	76
2	159	77
2	160	78
2	161	79
2	162	80
2	163	81
2	164	82
2	165	83
2	166	84
2	167	85
2	168	86
2	169	87
2	170	88
2	171	89
2	172	90
2	173	91
2	174	92
2	175	93
2	176	94
2	177	95
2	178	96
2	179	97
2	180	98
2	181	99
2	182	100
0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	5	6
0	6	7
0	7	8
0	8	9
0	9	10
0	10	11
0	11	12
0	28	13
0	29	14
0	30	15
0	31	16
0	32	17
0	33	18
0	34	19
0	35	20
0	52	21
0	53	22
0	54	23
0	55	24
0	56	25
0	57	26
0	58	27
0	59	28
0	72	29
0	73	30
0	74	31
0	75	32
0	76	33
0	77	34
0	78	35
0	79	36
0	80	37
0	81	38
0	82	39
0	83	40
0	96	41
0	97	42
0	98	43
0	99	44
0	100	45
0	101	46
0	102	47
0	103	48
0	104	49
0	105	50
0	106	51
0	107	52
0	120	53
0	121	54
0	122	55
0	123	56
0	124	57
0	125	58
0	126	59
0	127	60
0	128	61
0	129	62
0	130	63
0	131	64
0	144	65
0	145	66
0	146	67
0	147	68
0	148	69
0	149	70
0	150	71
0	151	72
0	152	73
0	153	74
0	154	75
0	155	76
0	168	77
0	169	78
0	170	79
0	171	80
0	172	81
0	173	82
0	174	83
0	175	84
0	176	85
0	177	86
0	178	87
0	179	88
0	180	89
0	183	90
0	184	91
0	185	92
0	186	93
0	187	94
0	188	95
0	189	96
0	190	97
0	191	98
0	192	99
0	193	100
1	13	1
1	14	2
1	15	3
1	16	4
1	17	5
1	18	6
1	19	7
1	20	8
1	37	9
1	38	10
1	39	11
1	39	12
1	40	13
1	42	14
1	43	15
1	44	16
1	61	17
1	62	18
1	62	19
1	63	20
1	64	21
1	66	22
1	67	23
1	68	24
1	69	25
1	70	26
1	71	27
1	72	28
1	85	29
1	86	30
1	87	31
1	87	32
1	89	33
1	90	34
1	91	35
1	92	36
1	93	37
1	94	38
1	95	39
1	96	40
1	109	41
1	110	42
1	111	43
1	112	44
1	113	45
1	114	46
1	115	47
1	115	48
1	116	49
1	117	50
1	118	51
1	119	52
1	132	53
1	133	54
1	134	55
1	135	56
1	136	57
1	137	58
1	138	59
1	139	60
1	140	61
1	142	62
1	143	63
1	144	64
1	157	65
1	158	66
1	159	67
1	160	68
1	161	69
1	162	70
1	163	71
1	164	72
1	165	73
1	166	74
1	167	75
1	180	76
1	181	77
1	182	78
1	183	79
1	184	80
1	185	81
1	186	82
1	187	83
1	188	84
1	189	85
1	190	86
1	191	87
1	192	88
1	193	89
1	194	90
1	195	91
1	196	92
1	197	93
1	198	94
1	199	95
1	200	96
1	201	97
1	202	98
1	203	99
1	204	100
