0	5	1
0	6	2
0	7	3
0	8	4
0	9	5
0	10	6
0	11	7
0	13	8
0	14	9
0	15	10
0	16	11
0	17	12
0	18	13
0	23	14
0	25	15
0	26	16
0	27	17
0	28	18
0	29	19
0	30	20
0	31	21
0	32	22
0	34	23
0	35	24
0	36	25
0	37	26
0	38	27
0	47	28
0	48	29
0	50	30
0	51	31
0	52	32
0	53	33
0	54	34
0	55	35
0	56	36
0	58	37
0	59	38
0	60	39
0	61	40
0	62	41
0	63	42
0	68	43
0	70	44
0	71	45
0	72	46
0	73	47
0	74	48
0	75	49
0	76	50
0	77	51
0	79	52
0	80	53
0	81	54
0	82	55
0	83	56
0	88	57
0	89	58
0	91	59
0	92	60
0	93	61
0	94	62
0	95	63
0	96	64
0	97	65
0	99	66
0	100	67
0	101	68
0	102	69
0	103	70
0	112	71
0	113	72
0	114	73
0	116	74
0	117	75
0	118	76
0	119	77
0	120	78
0	121	79
0	122	80
0	124	81
0	125	82
0	126	83
0	127	84
0	132	85
0	133	86
0	134	87
0	136	88
0	137	89
0	138	90
0	139	91
0	140	92
0	141	93
0	143	94
0	144	95
0	145	96
0	146	97
0	147	98
0	152	99
0	153	100
1	1	1
1	2	2
1	3	3
1	20	4
1	21	5
1	22	6
1	40	7
1	41	8
1	42	9
1	43	10
1	44	11
1	45	12
1	46	13
1	64	14
1	65	15
1	66	16
1	67	17
1	84	18
1	85	19
1	86	20
1	103	21
1	105	22
1	106	23
1	107	24
1	108	25
1	109	26
1	110	27
1	127	28
1	129	29
1	130	30
1	131	31
1	148	32
1	149	33
1	150	34
1	153	35
1	155	36
1	156	37
1	157	38
1	158	39
1	159	40
1	160	41
1	161	42
1	163	43
1	164	44
1	165	45
1	166	46
1	167	47
1	168	48
1	169	49
1	171	50
1	172	51
1	173	52
1	174	53
1	175	54
1	176	55
1	177	56
1	179	57
1	180	58
1	181	59
1	182	60
1	183	61
1	184	62
1	185	63
1	187	64
1	188	65
1	189	66
1	190	67
1	191	68
1	192	69
1	193	70
1	195	71
1	196	72
1	197	73
1	198	74
1	199	75
1	200	76
1	201	77
1	203	78
1	204	79
1	205	80
1	206	81
1	207	82
1	208	83
1	209	84
1	211	85
1	212	86
1	213	87
1	214	88
1	215	89
1	216	90
1	217	91
1	219	92
1	220	93
1	221	94
1	222	95
1	223	96
1	224	97
1	225	98
1	227	99
1	228	100
